日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%),機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2016年09月,基隆市,73866028,0.5931,42499773,0.3413,8162891,0.0655,8744,0.0001,124537436,1.26
2016年09月,新竹市,115223522,0.4902,97939077,0.4167,21063896,0.0896,825116,0.0035,235051611,2.38
2016年09月,嘉義市,54724835,0.4971,46629591,0.4235,8190986,0.0744,549809,0.005,110095221,1.11
2016年09月,澎湖縣,19307896,0.518,13020972,0.3493,4416971,0.1185,530208,0.0142,37276047,0.38
2016年09月,金門縣,11675708,0.4534,9526676,0.37,4386320,0.1703,161868,0.0063,25750572,0.26
2016年09月,連江縣,1431259,0.322,1916779,0.4312,1073027,0.2414,24470,0.0055,4445535,0.04
2016年09月,合計,5130290407,0.5186,3798885309,0.384,687193495,0.0695,276877223,0.028,9893246434,100
2016年08月,新北市,917749047,0.5912,569258055,0.3667,63190847,0.0407,2092768,0.0013,1552290717,15.99
2016年08月,台北市,622058536,0.393,810378075,0.512,148544947,0.0938,1894099,0.0012,1582875657,16.31
2016年08月,桃園市,515673171,0.5435,374034803,0.3942,55772133,0.0588,3394740,0.0036,948874847,9.77
2016年08月,台中市,583708081,0.4891,519520845,0.4353,74266448,0.0622,15969363,0.0134,1193464737,12.29
2016年08月,台南市,396001451,0.5362,255771114,0.3463,47980259,0.065,38730326,0.0524,738483150,7.61
2016年08月,高雄市,523263979,0.5044,406777065,0.3921,85702156,0.0826,21737779,0.021,1037480979,10.69
2016年08月,宜蘭縣,91491351,0.5325,59873741,0.3485,12987300,0.0756,7466294,0.0435,171818686,1.77
2016年08月,新竹縣,129109150,0.5711,81416453,0.3601,13448252,0.0595,2092993,0.0093,226066848,2.33
2016年08月,苗栗縣,99447947,0.5683,58163683,0.3324,14626454,0.0836,2742578,0.0157,174980662,1.8
2016年08月,彰化縣,242608201,0.5261,139865300,0.3033,31646649,0.0686,47046532,0.102,461166682,4.75
2016年08月,南投縣,86451285,0.5253,53017257,0.3222,13854738,0.0842,11244361,0.0683,164567641,1.7
2016年08月,雲林縣,127112245,0.5237,58018495,0.239,18887777,0.0778,38717341,0.1595,242735858,2.5
2016年08月,嘉義縣,82707117,0.5201,36667343,0.2306,15587356,0.098,24059087,0.1513,159020903,1.64
2016年08月,屏東縣,150885387,0.484,75322421,0.2416,21777372,0.0699,63754746,0.2045,311739926,3.21
2016年08月,台東縣,40482079,0.5036,28298969,0.3521,8704836,0.1083,2895582,0.036,80381466,0.83
2016年08月,花蓮縣,64740309,0.4914,49347755,0.3746,14356814,0.109,3303909,0.0251,131748787,1.36
2016年08月,基隆市,84068116,0.6185,43568402,0.3205,8278313,0.0609,7787,0.0001,135922618,1.4
2016年08月,新竹市,106899524,0.4704,98991566,0.4356,20482890,0.0901,900727,0.004,227274707,2.34
2016年08月,嘉義市,54067733,0.4961,45900290,0.4211,8399851,0.0771,625396,0.0057,108993270,1.12
2016年08月,澎湖縣,15903703,0.5036,10165335,0.3219,4909428,0.1555,600551,0.019,31579017,0.33
2016年08月,金門縣,8908060,0.4037,8238019,0.3733,4745681,0.215,176239,0.008,22067999,0.23
2016年08月,連江縣,1446738,0.333,1899136,0.4372,976736,0.2248,21619,0.005,4344229,0.04
2016年08月,合計,4944783210,0.5094,3784494122,0.3898,689127237,0.071,289474817,0.0298,9707879386,100
2016年07月,新北市,813755180,0.5555,589561460,0.4025,59488544,0.0406,1972831,0.0013,1464778015,15.84
2016年07月,台北市,556184164,0.3649,820666960,0.5385,145308484,0.0953,1901660,0.0012,1524061268,16.48
2016年07月,桃園市,369602201,0.4732,354396966,0.4538,53882531,0.069,3148036,0.004,781029734,8.45
2016年07月,台中市,543769631,0.4716,521435109,0.4522,72107779,0.0625,15673777,0.0136,1152986296,12.47
2016年07月,台南市,360297370,0.5221,246071186,0.3565,47031284,0.0681,36753181,0.0533,690153021,7.46
2016年07月,高雄市,622753927,0.5468,408553536,0.3587,86417233,0.0759,21123531,0.0185,1138848227,12.32
2016年07月,宜蘭縣,78488774,0.4918,60661284,0.3801,12939049,0.0811,7494259,0.047,159583366,1.73
2016年07月,新竹縣,96242766,0.5305,70302025,0.3875,12817955,0.0707,2065825,0.0114,181428571,1.96
2016年07月,苗栗縣,99824787,0.5646,59500344,0.3365,14633562,0.0828,2859642,0.0162,176818335,1.91
2016年07月,彰化縣,214699897,0.5114,129429660,0.3083,30255523,0.0721,45467230,0.1083,419852310,4.54
2016年07月,南投縣,64187755,0.4797,47258108,0.3532,12284999,0.0918,10068800,0.0753,133799662,1.45
2016年07月,雲林縣,124466877,0.5121,61390787,0.2526,18902972,0.0778,38288111,0.1575,243048747,2.63
2016年07月,嘉義縣,83521498,0.5196,37455431,0.233,16074373,0.1,23702079,0.1474,160753381,1.74
2016年07月,屏東縣,158845787,0.4891,78306298,0.2411,21930453,0.0675,65698626,0.2023,324781164,3.51
2016年07月,台東縣,32684818,0.4551,27606602,0.3844,8572590,0.1194,2958405,0.0412,71822415,0.78
2016年07月,花蓮縣,53676211,0.4394,50615881,0.4144,14689925,0.1203,3165458,0.0259,122147475,1.32
2016年07月,基隆市,60758408,0.5455,42448211,0.3811,8160569,0.0733,6769,0.0001,111373957,1.2
2016年07月,新竹市,99105990,0.4524,97967217,0.4472,21162596,0.0966,855004,0.0039,219090807,2.37
2016年07月,嘉義市,50810550,0.4759,47386451,0.4439,7951759,0.0745,609832,0.0057,106758592,1.15
2016年07月,澎湖縣,17692211,0.4943,13154760,0.3676,4371555,0.1221,570641,0.0159,35789167,0.39
2016年07月,金門縣,9937895,0.4135,9472812,0.3941,4443637,0.1849,179570,0.0075,24033914,0.26
2016年07月,連江縣,1033670,0.2798,1645826,0.4456,994331,0.2692,19917,0.0054,3693744,0.04
2016年07月,合計,4512340367,0.488,3775286914,0.4083,674421703,0.0729,284583184,0.0308,9246632168,100
2016年06月,新北市,645465560,0.5369,487413261,0.4054,67508972,0.0562,1846536,0.0015,1202234329,14.94
2016年06月,台北市,434525354,0.333,719002220,0.5511,149410498,0.1145,1809547,0.0014,1304747619,16.22
2016年06月,桃園市,363731029,0.487,322336459,0.4316,58323844,0.0781,2519568,0.0034,746910900,9.28
2016年06月,台中市,451929157,0.4488,464051756,0.4609,76185115,0.0757,14710272,0.0146,1006876300,12.52
2016年06月,台南市,317116282,0.4977,236120198,0.3705,51120485,0.0802,32870418,0.0516,637227383,7.92
2016年06月,高雄市,428236848,0.4633,382970344,0.4144,93453646,0.1011,19604393,0.0212,924265231,11.49
2016年06月,宜蘭縣,64133873,0.4841,48849795,0.3687,13075469,0.0987,6432483,0.0486,132491620,1.65
2016年06月,新竹縣,90588267,0.5161,69439301,0.3956,13827231,0.0788,1655130,0.0094,175509929,2.18
2016年06月,苗栗縣,68509168,0.5056,49965372,0.3688,14874969,0.1098,2141029,0.0158,135490538,1.68
2016年06月,彰化縣,187294717,0.4888,124133105,0.324,31515285,0.0822,40235153,0.105,383178260,4.76
2016年06月,南投縣,73603055,0.5071,47775011,0.3292,13725033,0.0946,10036341,0.0691,145139440,1.8
2016年06月,雲林縣,106642340,0.5019,52515187,0.2472,19276500,0.0907,34039960,0.1602,212473987,2.64
2016年06月,嘉義縣,69978751,0.4919,33752693,0.2373,16280918,0.1144,22243289,0.1564,142255651,1.77
2016年06月,屏東縣,128380001,0.4514,70377744,0.2475,22970342,0.0808,62679812,0.2204,284407899,3.54
2016年06月,台東縣,32445040,0.4662,25347796,0.3642,8877112,0.1276,2921443,0.042,69591391,0.87
2016年06月,花蓮縣,48236937,0.4399,43475992,0.3964,15422764,0.1406,2529891,0.0231,109665584,1.36
2016年06月,基隆市,57548960,0.5566,37365024,0.3614,8469093,0.0819,7159,0.0001,103390236,1.29
2016年06月,新竹市,73921381,0.3958,89424721,0.4788,22635772,0.1212,792714,0.0042,186774588,2.32
2016年06月,嘉義市,43459082,0.459,41938640,0.443,8650174,0.0914,626459,0.0066,94674355,1.18
2016年06月,澎湖縣,12133304,0.4635,8773935,0.3351,4776617,0.1825,495630,0.0189,26179486,0.33
2016年06月,金門縣,6055706,0.341,6914037,0.3893,4650848,0.2619,138780,0.0078,17759371,0.22
2016年06月,連江縣,1169656,0.3389,1442380,0.418,824762,0.239,14088,0.0041,3450886,0.04
2016年06月,合計,3705104468,0.4606,3363384971,0.4181,715855449,0.089,260350095,0.0324,8044694983,100
2016年05月,新北市,601245391,0.5182,492977450,0.4249,64072615,0.0552,1876456,0.0016,1160171912,15.19
2016年05月,台北市,404546258,0.3221,706575893,0.5625,143229435,0.114,1719364,0.0014,1256070950,16.44
2016年05月,桃園市,297756810,0.4545,298888060,0.4563,55976318,0.0854,2472287,0.0038,655093475,8.58
2016年05月,台中市,414576166,0.4304,458686039,0.4762,75544437,0.0784,14438630,0.015,963245272,12.61
2016年05月,台南市,273547022,0.4731,221735436,0.3835,52222891,0.0903,30638267,0.053,578143616,7.57
2016年05月,高雄市,460180020,0.4861,370413635,0.3913,96046611,0.1014,20099651,0.0212,946739917,12.39
2016年05月,宜蘭縣,60141136,0.4636,50353246,0.3881,12936966,0.0997,6300045,0.0486,129731393,1.7
2016年05月,新竹縣,75336283,0.5036,59073425,0.3949,13518328,0.0904,1666847,0.0111,149594883,1.96
2016年05月,苗栗縣,72671175,0.5209,50238514,0.3601,14727173,0.1056,1876594,0.0135,139513456,1.83
2016年05月,彰化縣,167560505,0.4813,112699283,0.3237,30901934,0.0888,36980276,0.1062,348141998,4.56
2016年05月,南投縣,56416243,0.4672,42098379,0.3486,12821506,0.1062,9419265,0.078,120755393,1.58
2016年05月,雲林縣,96260667,0.4814,53570601,0.2679,19526156,0.0977,30592012,0.153,199949436,2.62
2016年05月,嘉義縣,65897340,0.4857,33110350,0.2441,17214566,0.1269,19446951,0.1433,135669207,1.78
2016年05月,屏東縣,122944102,0.4401,69179043,0.2476,23779970,0.0851,63442700,0.2271,279345815,3.66
2016年05月,台東縣,26453732,0.4261,24211228,0.39,8663986,0.1396,2753670,0.0444,62082616,0.81
2016年05月,花蓮縣,42589791,0.4125,43101903,0.4175,15059960,0.1459,2491366,0.0241,103243020,1.35
2016年05月,基隆市,46915170,0.5204,35278253,0.3913,7952035,0.0882,7935,0.0001,90153393,1.18
2016年05月,新竹市,71490663,0.3968,85795562,0.4762,22128166,0.1228,747953,0.0042,180162344,2.36
2016年05月,嘉義市,39091440,0.4308,42556947,0.4689,8545968,0.0942,556835,0.0061,90751190,1.19
2016年05月,澎湖縣,12952072,0.4674,10135073,0.3658,4165375,0.1503,455954,0.0165,27708474,0.36
2016年05月,金門縣,7913772,0.4089,7285826,0.3764,3998578,0.2066,156876,0.0081,19355052,0.25
2016年05月,連江縣,980082,0.3018,1361130,0.4191,887956,0.2734,18339,0.0056,3247507,0.04
2016年05月,合計,3417465840,0.4474,3269325276,0.428,703920930,0.0921,248158273,0.0325,7638870319,100
2016年04月,新北市,568024229,0.5648,381403638,0.3792,54724523,0.0544,1591204,0.0016,1005743594,15.08
2016年04月,台北市,366020129,0.344,574878165,0.5402,121661292,0.1143,1545660,0.0015,1064105246,15.95
2016年04月,桃園市,347341688,0.532,254431345,0.3897,49013599,0.0751,2139504,0.0033,652926136,9.79
2016年04月,台中市,383516415,0.4597,371043316,0.4448,67116570,0.0805,12516019,0.015,834192320,12.5
2016年04月,台南市,253134988,0.4934,186375764,0.3633,47308325,0.0922,26250557,0.0512,513069634,7.69
2016年04月,高雄市,320218386,0.4374,308175637,0.421,85667864,0.117,17967989,0.0245,732029876,10.97
2016年04月,宜蘭縣,58772087,0.5118,39303782,0.3423,11763988,0.1024,4994351,0.0435,114834208,1.72
2016年04月,新竹縣,83759632,0.5536,54067587,0.3573,12254028,0.081,1225285,0.0081,151306532,2.27
2016年04月,苗栗縣,60907594,0.5308,38714240,0.3374,13526728,0.1179,1595703,0.0139,114744265,1.72
2016年04月,彰化縣,163283988,0.5095,97756504,0.305,28935873,0.0903,30514389,0.0952,320490754,4.8
2016年04月,南投縣,68465452,0.5345,39278127,0.3067,12446620,0.0972,7891944,0.0616,128082143,1.92
2016年04月,雲林縣,89156931,0.5164,41011596,0.2375,17634848,0.1021,24852774,0.1439,172656149,2.59
2016年04月,嘉義縣,58595902,0.5025,27625907,0.2369,14836408,0.1272,15551458,0.1334,116609675,1.75
2016年04月,屏東縣,101734131,0.4334,56178446,0.2393,21271800,0.0906,55546739,0.2366,234731116,3.52
2016年04月,台東縣,27873046,0.4769,20123135,0.3443,8089486,0.1384,2364647,0.0405,58450314,0.88
2016年04月,花蓮縣,43549730,0.4596,35723867,0.377,13379830,0.1412,2107050,0.0222,94760477,1.42
2016年04月,基隆市,55368426,0.6059,29215191,0.3197,6796937,0.0744,8019,0.0001,91388573,1.37
2016年04月,新竹市,64408889,0.4151,71742792,0.4624,18342653,0.1182,674867,0.0043,155169201,2.33
2016年04月,嘉義市,36144004,0.4692,32895731,0.427,7570394,0.0983,427798,0.0056,77037927,1.15
2016年04月,澎湖縣,10570344,0.5056,5953339,0.2848,4006205,0.1916,375297,0.018,20905185,0.31
2016年04月,金門縣,6063176,0.4026,5277569,0.3504,3603464,0.2393,115599,0.0077,15059808,0.23
2016年04月,連江縣,1103419,0.3789,1084086,0.3722,713067,0.2448,11695,0.004,2912267,0.04
2016年04月,合計,3168012586,0.4749,2672259764,0.4006,620664502,0.093,210268548,0.0315,6671205400,100
2016年03月,新北市,579537322,0.5629,396521438,0.3851,52018614,0.0505,1515924,0.0015,1029593298,15.57
2016年03月,台北市,384478917,0.3618,562885821,0.5297,113946187,0.1072,1368128,0.0013,1062679053,16.07
2016年03月,桃園市,300386342,0.51,239399076,0.4064,47234602,0.0802,2024190,0.0034,589044210,8.91
2016年03月,台中市,392364999,0.4747,361488430,0.4374,61552074,0.0745,11064555,0.0134,826470058,12.49
2016年03月,台南市,250712319,0.5128,168509631,0.3447,43792522,0.0896,25868265,0.0529,488882737,7.39
2016年03月,高雄市,400445588,0.5103,287465913,0.3663,77778075,0.0991,19021248,0.0242,784710824,11.86
2016年03月,宜蘭縣,59665200,0.5074,41370199,0.3518,11717965,0.0997,4826933,0.0411,117580297,1.78
2016年03月,新竹縣,74586376,0.5538,47069690,0.3495,11824805,0.0878,1192169,0.0089,134673040,2.04
2016年03月,苗栗縣,71481076,0.5662,40023185,0.317,13238907,0.1049,1505213,0.0119,126248381,1.91
2016年03月,彰化縣,161364345,0.5267,88337926,0.2884,27513568,0.0898,29139126,0.0951,306354965,4.63
2016年03月,南投縣,56005445,0.5076,35196141,0.319,11397004,0.1033,7744461,0.0702,110343051,1.67
2016年03月,雲林縣,90315532,0.514,42027072,0.2392,16988497,0.0967,26388416,0.1502,175719517,2.66
2016年03月,嘉義縣,63386648,0.5266,25689096,0.2134,14480277,0.1203,16805021,0.1396,120361042,1.82
2016年03月,屏東縣,109916925,0.4555,54478087,0.2257,20078116,0.0832,56855951,0.2356,241329079,3.65
2016年03月,台東縣,24866303,0.4635,18829270,0.3509,7554916,0.1408,2403319,0.0448,53653808,0.81
2016年03月,花蓮縣,40072994,0.4458,34563622,0.3845,13102840,0.1458,2148420,0.0239,89887876,1.36
2016年03月,基隆市,46928814,0.5731,28270057,0.3452,6682505,0.0816,7454,0.0001,81888830,1.24
2016年03月,新竹市,68953616,0.4433,69367015,0.446,16638448,0.107,589155,0.0038,155548234,2.35
2016年03月,嘉義市,36158139,0.481,31864194,0.4239,6728220,0.0895,425931,0.0057,75176484,1.14
2016年03月,澎湖縣,12461687,0.5273,7356508,0.3113,3475422,0.147,341064,0.0144,23634681,0.36
2016年03月,金門縣,8074999,0.4609,5894755,0.3365,3432795,0.1959,116689,0.0067,17519238,0.26
2016年03月,連江縣,1049039,0.3313,1252326,0.3955,849781,0.2684,15433,0.0049,3166579,0.05
2016年03月,合計,3233212625,0.4888,2587859452,0.3912,582026140,0.088,211367065,0.032,6614465282,100
2016年02月,新北市,531883701,0.5759,347145921,0.3759,43105663,0.0467,1398736,0.0015,923534021,15.45
2016年02月,台北市,346532470,0.3732,488621710,0.5262,92292354,0.0994,1198853,0.0013,928645387,15.53
2016年02月,桃園市,324494494,0.5494,225006308,0.381,39162786,0.0663,1962508,0.0033,590626096,9.88
2016年02月,台中市,360173082,0.4808,325946133,0.4351,52821227,0.0705,10239437,0.0137,749179879,12.53
2016年02月,台南市,239194885,0.5229,156404683,0.3419,37681285,0.0824,24126220,0.0527,457407073,7.65
